time,o,h,l,c,volume,complete
2020-11-19 14:19:30,1.1826,1.18262,1.1825,1.18253,51,True
2020-11-19 14:20:00,1.18254,1.18266,1.18238,1.18239,72,True
2020-11-19 14:20:30,1.1824,1.1824,1.18224,1.18226,56,True
2020-11-19 14:21:00,1.18226,1.18234,1.18224,1.18228,33,True
2020-11-19 14:21:30,1.1823,1.18232,1.18226,1.18227,41,True
2020-11-19 14:22:00,1.18226,1.18236,1.18222,1.18236,40,True
2020-11-19 14:22:30,1.18234,1.18253,1.18232,1.18252,53,True
2020-11-19 14:23:00,1.1825,1.1825,1.18232,1.1824,80,True
2020-11-19 14:23:30,1.18241,1.18254,1.18241,1.18252,85,True
2020-11-19 14:24:00,1.18251,1.18255,1.18246,1.18254,52,True
2020-11-19 14:24:30,1.18252,1.18256,1.18227,1.1823,69,True
2020-11-19 14:25:00,1.18231,1.18232,1.18222,1.18232,52,True
2020-11-19 14:25:30,1.18232,1.18244,1.1823,1.18238,54,True
2020-11-19 14:26:00,1.18236,1.18239,1.18233,1.18239,46,True
2020-11-19 14:26:30,1.1824,1.18262,1.18238,1.18256,55,True
2020-11-19 14:27:00,1.18258,1.18264,1.18254,1.18262,43,True
2020-11-19 14:27:30,1.18263,1.18272,1.18258,1.18272,61,True
2020-11-19 14:28:00,1.18271,1.18272,1.18256,1.18264,59,True
2020-11-19 14:28:30,1.18264,1.18276,1.18264,1.18276,37,True
2020-11-19 14:29:00,1.18275,1.18275,1.18264,1.18264,42,True
2020-11-19 14:29:30,1.18263,1.18268,1.18256,1.18256,38,True
2020-11-19 14:30:00,1.18255,1.18255,1.18236,1.18236,66,True
2020-11-19 14:30:30,1.18236,1.18242,1.18225,1.18227,68,True
2020-11-19 14:31:00,1.18226,1.18229,1.18223,1.18225,55,True
2020-11-19 14:31:30,1.18226,1.18246,1.18224,1.18244,75,True
2020-11-19 14:32:00,1.18244,1.1825,1.18224,1.18224,80,True
2020-11-19 14:32:30,1.18226,1.18229,1.18222,1.18224,54,True
2020-11-19 14:33:00,1.18223,1.18223,1.18186,1.18202,106,True
2020-11-19 14:33:30,1.182,1.182,1.18185,1.18199,68,True
2020-11-19 14:34:00,1.182,1.18237,1.182,1.18216,97,True
2020-11-19 14:34:30,1.18214,1.18226,1.18213,1.18224,52,True
2020-11-19 14:35:00,1.18226,1.18257,1.18224,1.18257,71,True
2020-11-19 14:35:30,1.18258,1.18275,1.18258,1.18271,102,True
2020-11-19 14:36:00,1.18269,1.18275,1.18261,1.1827,71,True
2020-11-19 14:36:30,1.1827,1.18273,1.18252,1.18258,67,True
2020-11-19 14:37:00,1.18257,1.1826,1.18245,1.18249,77,True
2020-11-19 14:37:30,1.1825,1.18263,1.18249,1.18261,70,True
2020-11-19 14:38:00,1.1826,1.18269,1.18256,1.18266,54,True
2020-11-19 14:38:30,1.18266,1.1827,1.18258,1.18262,74,True
2020-11-19 14:39:00,1.18264,1.18268,1.1825,1.18257,71,True
2020-11-19 14:39:30,1.18259,1.1827,1.18259,1.1826,70,True
2020-11-19 14:40:00,1.18258,1.18268,1.18251,1.18266,78,True
2020-11-19 14:40:30,1.18265,1.18266,1.18242,1.18245,82,True
2020-11-19 14:41:00,1.18244,1.18252,1.18237,1.1825,78,True
2020-11-19 14:41:30,1.1825,1.18254,1.18246,1.18246,57,True
2020-11-19 14:42:00,1.18244,1.18247,1.18236,1.18244,42,True
2020-11-19 14:42:30,1.18243,1.18243,1.18232,1.18232,74,True
2020-11-19 14:43:00,1.18232,1.18248,1.18232,1.18247,32,True
2020-11-19 14:43:30,1.18246,1.18255,1.18236,1.18239,65,True
2020-11-19 14:44:00,1.18238,1.18254,1.18237,1.18253,70,True
2020-11-19 14:44:30,1.18252,1.18256,1.18241,1.18256,82,True
2020-11-19 14:45:00,1.18257,1.18262,1.18255,1.18262,34,True
2020-11-19 14:45:30,1.1826,1.1826,1.18254,1.18255,27,True
2020-11-19 14:46:00,1.18256,1.18276,1.18254,1.18268,51,True
2020-11-19 14:46:30,1.18266,1.18273,1.18263,1.18272,59,True
2020-11-19 14:47:00,1.18271,1.18285,1.18265,1.18279,68,True
2020-11-19 14:47:30,1.18278,1.18296,1.18277,1.18296,74,True
2020-11-19 14:48:00,1.18295,1.18298,1.1829,1.18294,51,True
2020-11-19 14:48:30,1.18294,1.1831,1.18291,1.1831,51,True
2020-11-19 14:49:00,1.18308,1.18326,1.18308,1.18322,63,True
2020-11-19 14:49:30,1.18323,1.18332,1.18321,1.18331,43,True
2020-11-19 14:50:00,1.18332,1.18332,1.18317,1.18319,66,True
2020-11-19 14:50:30,1.1832,1.1832,1.18303,1.18304,45,True
2020-11-19 14:51:00,1.18303,1.18308,1.18294,1.18296,53,True
2020-11-19 14:51:30,1.18297,1.18299,1.18291,1.18292,55,True
2020-11-19 14:52:00,1.1829,1.18298,1.1829,1.18292,54,True
2020-11-19 14:52:30,1.18292,1.18295,1.18286,1.18288,44,True
2020-11-19 14:53:00,1.1829,1.18306,1.1829,1.18303,55,True
2020-11-19 14:53:30,1.18302,1.18326,1.18302,1.18324,66,True
2020-11-19 14:54:00,1.18325,1.18328,1.18318,1.18318,43,True
2020-11-19 14:54:30,1.18317,1.1832,1.18312,1.18316,36,True
2020-11-19 14:55:00,1.18314,1.18314,1.18294,1.1831,61,True
2020-11-19 14:55:30,1.18311,1.18318,1.18304,1.18314,59,True
2020-11-19 14:56:00,1.18312,1.18316,1.18308,1.18308,41,True
2020-11-19 14:56:30,1.1831,1.18322,1.18306,1.1832,79,True
2020-11-19 14:57:00,1.18321,1.18321,1.18304,1.18308,75,True
2020-11-19 14:57:30,1.1831,1.18332,1.1831,1.18329,75,True
2020-11-19 14:58:00,1.18328,1.18332,1.18326,1.18332,43,True
2020-11-19 14:58:30,1.1833,1.1833,1.1832,1.1832,55,True
2020-11-19 14:59:00,1.18322,1.18328,1.18316,1.18316,47,True
2020-11-19 14:59:30,1.18318,1.18318,1.1831,1.18312,31,True
2020-11-19 15:00:00,1.18312,1.18317,1.18305,1.18315,61,True
2020-11-19 15:00:30,1.18316,1.18336,1.18316,1.18336,51,True
2020-11-19 15:01:00,1.18336,1.18345,1.18335,1.18342,42,True
2020-11-19 15:01:30,1.18344,1.18358,1.18342,1.18343,69,True
2020-11-19 15:02:00,1.18344,1.18352,1.18336,1.18346,94,True
2020-11-19 15:02:30,1.18344,1.18348,1.18321,1.18325,70,True
2020-11-19 15:03:00,1.18327,1.18332,1.18294,1.18296,93,True
2020-11-19 15:03:30,1.18298,1.18309,1.18298,1.18309,52,True
2020-11-19 15:04:00,1.1831,1.1832,1.1831,1.18318,66,True
2020-11-19 15:04:30,1.18317,1.1832,1.18311,1.18312,31,True
2020-11-19 15:05:00,1.18312,1.18329,1.18312,1.1832,39,True
2020-11-19 15:05:30,1.18322,1.18339,1.1832,1.18336,68,True
2020-11-19 15:06:00,1.18334,1.18337,1.18317,1.18321,27,True
2020-11-19 15:06:30,1.18322,1.18328,1.18303,1.18316,69,True
2020-11-19 15:07:00,1.18318,1.18322,1.18308,1.1831,34,True
2020-11-19 15:07:30,1.18308,1.18308,1.18294,1.183,63,True
2020-11-19 15:08:00,1.18302,1.18314,1.18301,1.18311,45,True
2020-11-19 15:08:30,1.18313,1.18318,1.18312,1.18317,28,True
2020-11-19 15:09:00,1.18318,1.18322,1.18307,1.18322,51,True
2020-11-19 15:09:30,1.18323,1.18342,1.18323,1.18332,74,True
2020-11-19 15:10:00,1.18333,1.18333,1.18328,1.18332,38,True
2020-11-19 15:10:30,1.1833,1.18334,1.18328,1.18332,53,True
2020-11-19 15:11:00,1.18334,1.18351,1.18332,1.18344,65,True
2020-11-19 15:11:30,1.18346,1.18346,1.18333,1.18342,58,True
2020-11-19 15:12:00,1.18342,1.18345,1.18332,1.1834,43,True
2020-11-19 15:12:30,1.1834,1.1834,1.18328,1.1833,53,True
2020-11-19 15:13:00,1.18329,1.18338,1.18328,1.18332,58,True
2020-11-19 15:13:30,1.18334,1.18341,1.18323,1.18323,54,True
2020-11-19 15:14:00,1.18324,1.1833,1.18318,1.1832,44,True
2020-11-19 15:14:30,1.18322,1.18323,1.18308,1.18316,44,True
2020-11-19 15:15:00,1.18317,1.18327,1.18312,1.18324,47,True
2020-11-19 15:15:30,1.18323,1.18323,1.18308,1.18322,52,True
2020-11-19 15:16:00,1.18323,1.18329,1.18322,1.18326,25,True
2020-11-19 15:16:30,1.18326,1.18326,1.1832,1.18325,42,True
2020-11-19 15:17:00,1.18326,1.18327,1.18314,1.18317,46,True
2020-11-19 15:17:30,1.18316,1.1834,1.18315,1.18338,79,True
2020-11-19 15:18:00,1.18337,1.18337,1.18317,1.18317,38,True
2020-11-19 15:18:30,1.18318,1.18322,1.18312,1.18316,55,True
2020-11-19 15:19:00,1.18318,1.18331,1.18318,1.1833,63,True
2020-11-19 15:19:30,1.18328,1.18342,1.18326,1.18332,39,True
2020-11-19 15:20:00,1.18334,1.18342,1.18332,1.18341,35,True
2020-11-19 15:20:30,1.18342,1.18344,1.1833,1.18343,45,True
2020-11-19 15:21:00,1.18342,1.18343,1.18334,1.18337,36,True
2020-11-19 15:21:30,1.18338,1.18354,1.18338,1.18348,63,True
2020-11-19 15:22:00,1.18348,1.18348,1.18328,1.1833,56,True
2020-11-19 15:22:30,1.18332,1.18338,1.18329,1.18336,60,True
2020-11-19 15:23:00,1.18335,1.18338,1.18324,1.18326,76,True
2020-11-19 15:23:30,1.18327,1.18342,1.18324,1.18338,74,True
2020-11-19 15:24:00,1.18337,1.1834,1.18332,1.18335,69,True
2020-11-19 15:24:30,1.18336,1.18336,1.18308,1.18311,72,True
2020-11-19 15:25:00,1.1831,1.18323,1.1831,1.18322,52,True
2020-11-19 15:25:30,1.1832,1.1832,1.1829,1.18302,84,True
2020-11-19 15:26:00,1.18303,1.18303,1.18284,1.18296,91,True
2020-11-19 15:26:30,1.18296,1.18306,1.18296,1.18298,36,True
2020-11-19 15:27:00,1.183,1.183,1.18292,1.183,28,True
2020-11-19 15:27:30,1.18302,1.18309,1.18298,1.183,34,True
2020-11-19 15:28:00,1.18299,1.18307,1.18293,1.18306,34,True
2020-11-19 15:28:30,1.18305,1.18328,1.18304,1.18328,62,True
2020-11-19 15:29:00,1.18329,1.18352,1.18329,1.18347,92,True
2020-11-19 15:29:30,1.18346,1.18346,1.18336,1.18339,67,True
2020-11-19 15:30:00,1.1834,1.18348,1.18337,1.18342,78,True
2020-11-19 15:30:30,1.18341,1.18342,1.18336,1.18338,40,True
2020-11-19 15:31:00,1.18336,1.1835,1.18335,1.1834,55,True
2020-11-19 15:31:30,1.18342,1.18352,1.18338,1.1834,51,True
2020-11-19 15:32:00,1.18342,1.18345,1.18322,1.18328,56,True
2020-11-19 15:32:30,1.18329,1.18334,1.18326,1.18332,43,True
2020-11-19 15:33:00,1.1833,1.18337,1.18327,1.18332,39,True
2020-11-19 15:33:30,1.18333,1.18343,1.18332,1.18342,42,True
2020-11-19 15:34:00,1.18343,1.18352,1.18336,1.18343,70,True
2020-11-19 15:34:30,1.18342,1.18342,1.18328,1.18328,43,True
2020-11-19 15:35:00,1.18326,1.1835,1.18324,1.18348,62,True
2020-11-19 15:35:30,1.18346,1.18356,1.18344,1.18356,42,True
2020-11-19 15:36:00,1.18357,1.18357,1.18346,1.18355,64,True
2020-11-19 15:36:30,1.18354,1.18361,1.18352,1.18357,69,True
2020-11-19 15:37:00,1.18358,1.1836,1.18346,1.1835,55,True
2020-11-19 15:37:30,1.18349,1.18357,1.18346,1.18356,45,True
2020-11-19 15:38:00,1.18358,1.1836,1.1835,1.18356,63,True
2020-11-19 15:38:30,1.18357,1.18371,1.18357,1.18367,47,True
2020-11-19 15:39:00,1.18366,1.1837,1.18356,1.1836,80,True
2020-11-19 15:39:30,1.18358,1.18359,1.1835,1.18354,42,True
2020-11-19 15:40:00,1.18356,1.1837,1.1835,1.18366,83,True
2020-11-19 15:40:30,1.18365,1.18365,1.1836,1.18362,20,True
2020-11-19 15:41:00,1.1836,1.18374,1.18354,1.18373,58,True
2020-11-19 15:41:30,1.18374,1.18386,1.18374,1.18386,62,True
2020-11-19 15:42:00,1.18384,1.18399,1.18383,1.1839,71,True
2020-11-19 15:42:30,1.18392,1.18404,1.18387,1.18397,78,True
2020-11-19 15:43:00,1.18396,1.18396,1.18382,1.18383,75,True
2020-11-19 15:43:30,1.18382,1.18403,1.18382,1.18398,57,True
2020-11-19 15:44:00,1.18399,1.18415,1.18398,1.18407,73,True
2020-11-19 15:44:30,1.18406,1.18411,1.18398,1.18401,41,True
2020-11-19 15:45:00,1.18402,1.18438,1.18402,1.1843,88,True
2020-11-19 15:45:30,1.18428,1.18442,1.18428,1.1844,66,True
2020-11-19 15:46:00,1.18438,1.18447,1.18432,1.18447,47,True
2020-11-19 15:46:30,1.18446,1.1845,1.18437,1.18448,60,True
2020-11-19 15:47:00,1.1845,1.18456,1.18424,1.18424,73,True
2020-11-19 15:47:30,1.18422,1.18442,1.18422,1.18428,64,True
2020-11-19 15:48:00,1.18426,1.18446,1.18424,1.18444,84,True
2020-11-19 15:48:30,1.18443,1.18446,1.18434,1.18446,61,True
2020-11-19 15:49:00,1.18445,1.18446,1.18432,1.18436,47,True
2020-11-19 15:49:30,1.18437,1.18438,1.18432,1.18434,41,True
2020-11-19 15:50:00,1.18434,1.18438,1.18426,1.18429,43,True
2020-11-19 15:50:30,1.18431,1.18432,1.18423,1.18424,49,True
2020-11-19 15:51:00,1.18422,1.18432,1.18409,1.18412,69,True
2020-11-19 15:51:30,1.18414,1.1842,1.18406,1.1842,65,True
2020-11-19 15:52:00,1.18419,1.18421,1.18412,1.18416,38,True
2020-11-19 15:52:30,1.18414,1.18414,1.184,1.18404,58,True
2020-11-19 15:53:00,1.18403,1.18406,1.1839,1.18403,95,True
2020-11-19 15:53:30,1.18402,1.18427,1.184,1.1842,74,True
2020-11-19 15:54:00,1.18422,1.18428,1.18421,1.18427,60,True
2020-11-19 15:54:30,1.18428,1.18436,1.18422,1.18424,42,True
2020-11-19 15:55:00,1.18422,1.18436,1.18414,1.18422,78,True
2020-11-19 15:55:30,1.18422,1.18424,1.18412,1.18423,84,True
2020-11-19 15:56:00,1.18424,1.18429,1.18422,1.18424,35,True
2020-11-19 15:56:30,1.18422,1.18429,1.18407,1.18407,66,True
2020-11-19 15:57:00,1.18408,1.18412,1.18403,1.18408,73,True
2020-11-19 15:57:30,1.18406,1.18406,1.18389,1.1839,65,True
2020-11-19 15:58:00,1.18389,1.18402,1.18386,1.18402,88,True
2020-11-19 15:58:30,1.18402,1.1842,1.18397,1.18408,84,True
2020-11-19 15:59:00,1.18406,1.18413,1.18404,1.18408,43,True
2020-11-19 15:59:30,1.1841,1.1841,1.18392,1.18398,68,True
2020-11-19 16:00:00,1.18397,1.1841,1.18393,1.18398,73,True
2020-11-19 16:00:30,1.18397,1.18399,1.18391,1.18398,75,True
2020-11-19 16:01:00,1.18399,1.18404,1.18386,1.18398,94,True
2020-11-19 16:01:30,1.18397,1.18405,1.18392,1.18403,59,True
2020-11-19 16:02:00,1.18404,1.18404,1.1839,1.184,72,True
2020-11-19 16:02:30,1.18401,1.1841,1.18401,1.1841,48,True
2020-11-19 16:03:00,1.18412,1.18418,1.18408,1.18417,39,True
2020-11-19 16:03:30,1.18418,1.18427,1.18414,1.18416,44,True
2020-11-19 16:04:00,1.18418,1.18423,1.18413,1.18422,35,True
2020-11-19 16:04:30,1.18421,1.18438,1.1842,1.18438,38,True
2020-11-19 16:05:00,1.18437,1.18444,1.1843,1.18434,32,True
2020-11-19 16:05:30,1.18434,1.18434,1.18428,1.18429,31,True
2020-11-19 16:06:00,1.18428,1.18428,1.1842,1.18424,46,True
2020-11-19 16:06:30,1.18426,1.18427,1.18422,1.18426,40,True
2020-11-19 16:07:00,1.18424,1.1843,1.1842,1.1843,31,True
2020-11-19 16:07:30,1.18428,1.1843,1.18424,1.18426,18,True
2020-11-19 16:08:00,1.18427,1.18432,1.18426,1.18426,24,True
2020-11-19 16:08:30,1.18428,1.18429,1.1841,1.1841,30,True
2020-11-19 16:09:00,1.18408,1.18417,1.18408,1.18414,35,True
2020-11-19 16:09:30,1.18414,1.18423,1.18414,1.18422,26,True
2020-11-19 16:10:00,1.1842,1.1842,1.1841,1.18411,35,True
2020-11-19 16:10:30,1.1841,1.18412,1.18402,1.18402,29,True
2020-11-19 16:11:00,1.18403,1.18406,1.18402,1.18406,20,True
2020-11-19 16:11:30,1.18405,1.18406,1.1839,1.1839,49,True
2020-11-19 16:12:00,1.18388,1.18398,1.18387,1.18394,64,True
2020-11-19 16:12:30,1.18395,1.18395,1.18387,1.1839,20,True
2020-11-19 16:13:00,1.18391,1.18394,1.18354,1.18356,106,True
2020-11-19 16:13:30,1.18355,1.18366,1.18346,1.18356,65,True
2020-11-19 16:14:00,1.18355,1.18368,1.18355,1.18363,58,True
2020-11-19 16:14:30,1.18362,1.1837,1.18357,1.18369,34,True
2020-11-19 16:15:00,1.18368,1.18398,1.18368,1.18376,106,True
2020-11-19 16:15:30,1.18377,1.18382,1.18371,1.18377,61,True
2020-11-19 16:16:00,1.18376,1.18386,1.18376,1.18379,58,True
2020-11-19 16:16:30,1.18378,1.1838,1.18376,1.18378,31,True
2020-11-19 16:17:00,1.18379,1.1839,1.18378,1.18378,43,True
2020-11-19 16:17:30,1.18377,1.18386,1.18373,1.18385,32,True
2020-11-19 16:18:00,1.18386,1.1839,1.18384,1.18385,29,True
2020-11-19 16:18:30,1.18386,1.18396,1.18386,1.18396,21,True
2020-11-19 16:19:00,1.18398,1.184,1.18388,1.18391,21,True
2020-11-19 16:19:30,1.18392,1.18392,1.18386,1.18392,24,True
2020-11-19 16:20:00,1.1839,1.18392,1.18385,1.18391,32,True
2020-11-19 16:20:30,1.18392,1.18397,1.18388,1.18392,39,True
2020-11-19 16:21:00,1.18393,1.18397,1.18392,1.18394,28,True
2020-11-19 16:21:30,1.18395,1.18398,1.18392,1.18395,26,True
2020-11-19 16:22:00,1.18397,1.18408,1.18397,1.18406,27,True
2020-11-19 16:22:30,1.18408,1.18412,1.18406,1.18412,17,True
2020-11-19 16:23:00,1.18411,1.1842,1.18411,1.18417,48,True
2020-11-19 16:23:30,1.18418,1.1842,1.18414,1.1842,21,True
2020-11-19 16:24:00,1.1842,1.18424,1.18418,1.1842,30,True
2020-11-19 16:24:30,1.18422,1.1843,1.18422,1.1843,20,True
2020-11-19 16:25:00,1.18429,1.18438,1.18428,1.18433,30,True
2020-11-19 16:25:30,1.18434,1.1844,1.18428,1.18436,34,True
2020-11-19 16:26:00,1.18436,1.18436,1.18413,1.18426,54,True
2020-11-19 16:26:30,1.18427,1.18434,1.18425,1.18432,36,True
2020-11-19 16:27:00,1.18431,1.18436,1.18424,1.18425,68,True
2020-11-19 16:27:30,1.18424,1.18424,1.18415,1.18422,19,True
2020-11-19 16:28:00,1.1842,1.18429,1.18417,1.1842,46,True
2020-11-19 16:28:30,1.1842,1.18422,1.18418,1.1842,21,True
2020-11-19 16:29:00,1.18418,1.18422,1.18414,1.1842,31,True
2020-11-19 16:29:30,1.18422,1.18423,1.18406,1.18408,28,True
2020-11-19 16:30:00,1.18409,1.18432,1.18408,1.18418,65,True
2020-11-19 16:30:30,1.18419,1.18427,1.18406,1.18426,73,True
2020-11-19 16:31:00,1.18425,1.18446,1.18425,1.18442,65,True
2020-11-19 16:31:30,1.1844,1.18447,1.18436,1.18446,35,True
2020-11-19 16:32:00,1.18445,1.18446,1.18441,1.18443,37,True
2020-11-19 16:32:30,1.18442,1.18442,1.1843,1.18438,44,True
2020-11-19 16:33:00,1.18438,1.1844,1.18431,1.1844,43,True
2020-11-19 16:33:30,1.18438,1.18446,1.18438,1.18446,15,True
2020-11-19 16:34:00,1.18445,1.18445,1.18434,1.18434,23,True
2020-11-19 16:34:30,1.18434,1.18439,1.18431,1.18432,28,True
2020-11-19 16:35:00,1.1843,1.18432,1.18424,1.18428,40,True
2020-11-19 16:35:30,1.18427,1.18428,1.18416,1.18425,48,True
2020-11-19 16:36:00,1.18426,1.18431,1.18411,1.18414,52,True
2020-11-19 16:36:30,1.18414,1.18414,1.18408,1.1841,43,True
2020-11-19 16:37:00,1.18411,1.18417,1.18408,1.18408,36,True
2020-11-19 16:37:30,1.1841,1.18412,1.18408,1.1841,14,True
2020-11-19 16:38:00,1.1841,1.1841,1.18408,1.1841,7,True
2020-11-19 16:38:30,1.18408,1.18412,1.18396,1.18396,44,True
2020-11-19 16:39:00,1.18395,1.18397,1.1839,1.18396,22,True
2020-11-19 16:39:30,1.18396,1.18401,1.18393,1.18395,29,True
2020-11-19 16:40:00,1.18396,1.18399,1.18395,1.18397,16,True
2020-11-19 16:40:30,1.18398,1.18404,1.18394,1.18395,29,True
2020-11-19 16:41:00,1.18397,1.18399,1.18397,1.18397,9,True
2020-11-19 16:41:30,1.18398,1.184,1.18397,1.18398,19,True
2020-11-19 16:42:00,1.18397,1.18404,1.18396,1.18402,22,True
2020-11-19 16:42:30,1.18402,1.18403,1.18398,1.18398,23,True
2020-11-19 16:43:00,1.18397,1.184,1.18394,1.18396,17,True
2020-11-19 16:43:30,1.18394,1.18396,1.1839,1.18392,38,True
2020-11-19 16:44:00,1.18393,1.18398,1.1839,1.18398,18,True
2020-11-19 16:44:30,1.18398,1.18403,1.18392,1.18394,34,True
2020-11-19 16:45:00,1.18394,1.18394,1.18391,1.18391,26,True
2020-11-19 16:45:30,1.18392,1.18399,1.18392,1.18399,15,True
2020-11-19 16:46:00,1.184,1.18408,1.184,1.18408,21,True
2020-11-19 16:46:30,1.1841,1.18418,1.18408,1.18414,33,True
2020-11-19 16:47:00,1.18412,1.18415,1.18406,1.18406,25,True
2020-11-19 16:47:30,1.18404,1.18408,1.18404,1.18404,9,True
2020-11-19 16:48:00,1.18402,1.18402,1.18395,1.18395,14,True
2020-11-19 16:48:30,1.18397,1.18397,1.18388,1.18388,19,True
2020-11-19 16:49:00,1.18388,1.18391,1.18383,1.18389,31,True
2020-11-19 16:49:30,1.1839,1.18394,1.18389,1.18392,21,True
2020-11-19 16:50:00,1.1839,1.18393,1.18388,1.1839,21,True
2020-11-19 16:50:30,1.18391,1.18394,1.1839,1.1839,29,True
2020-11-19 16:51:00,1.18392,1.18392,1.18386,1.1839,19,True
2020-11-19 16:51:30,1.18388,1.18389,1.18385,1.18388,16,True
2020-11-19 16:52:00,1.18386,1.18388,1.18386,1.18386,10,True
2020-11-19 16:52:30,1.18384,1.18384,1.18378,1.1838,21,True
2020-11-19 16:53:00,1.18382,1.18384,1.18374,1.18384,22,True
2020-11-19 16:53:30,1.18384,1.18391,1.1838,1.18382,55,True
2020-11-19 16:54:00,1.18382,1.18397,1.18382,1.18394,25,True
2020-11-19 16:54:30,1.18396,1.18399,1.18395,1.18396,30,True
2020-11-19 16:55:00,1.18397,1.18406,1.18396,1.18406,17,True
2020-11-19 16:55:30,1.18408,1.18408,1.18406,1.18406,5,True
2020-11-19 16:56:00,1.18404,1.18422,1.18398,1.1842,44,True
2020-11-19 16:56:30,1.18422,1.18424,1.18403,1.18403,44,True
2020-11-19 16:57:00,1.18404,1.1844,1.18404,1.18423,74,True
2020-11-19 16:57:30,1.18422,1.18424,1.18411,1.18417,43,True
2020-11-19 16:58:00,1.18416,1.18416,1.18406,1.18408,22,True
2020-11-19 16:58:30,1.18408,1.18422,1.18408,1.18411,44,True
2020-11-19 16:59:00,1.1841,1.18413,1.18406,1.18406,25,True
2020-11-19 16:59:30,1.18408,1.18423,1.18408,1.18423,36,True
2020-11-19 17:00:00,1.18422,1.18424,1.1841,1.18413,31,True
