time,o,h,l,c,volume,complete
2020-11-19 11:08:00,1.18279,1.18291,1.18278,1.18291,38,True
2020-11-19 11:08:30,1.1829,1.18293,1.18288,1.18293,23,True
2020-11-19 11:09:00,1.18292,1.18293,1.18268,1.18268,38,True
2020-11-19 11:09:30,1.18266,1.18283,1.18266,1.18278,46,True
2020-11-19 11:10:00,1.1828,1.18282,1.18274,1.18276,26,True
2020-11-19 11:10:30,1.18276,1.18291,1.18272,1.18288,31,True
2020-11-19 11:11:00,1.18286,1.1829,1.18284,1.18288,26,True
2020-11-19 11:11:30,1.18288,1.18297,1.18287,1.18297,33,True
2020-11-19 11:12:00,1.18298,1.18302,1.18292,1.18295,37,True
2020-11-19 11:12:30,1.18296,1.18298,1.1829,1.18296,36,True
2020-11-19 11:13:00,1.18294,1.18294,1.18289,1.18291,36,True
2020-11-19 11:13:30,1.18293,1.18298,1.18287,1.18298,18,True
2020-11-19 11:14:00,1.18297,1.18297,1.18277,1.18277,41,True
2020-11-19 11:14:30,1.18278,1.18278,1.18267,1.18267,34,True
2020-11-19 11:15:00,1.18268,1.1827,1.1826,1.1827,47,True
2020-11-19 11:15:30,1.18271,1.18276,1.18266,1.1827,34,True
2020-11-19 11:16:00,1.18272,1.18272,1.18262,1.18268,32,True
2020-11-19 11:16:30,1.18266,1.18266,1.18248,1.18248,42,True
2020-11-19 11:17:00,1.1825,1.18252,1.1825,1.18252,13,True
2020-11-19 11:17:30,1.18252,1.18254,1.18238,1.18242,42,True
2020-11-19 11:18:00,1.18242,1.18246,1.18238,1.18242,39,True
2020-11-19 11:18:30,1.18243,1.18253,1.18238,1.18248,45,True
2020-11-19 11:19:00,1.1825,1.18252,1.18238,1.18242,35,True
2020-11-19 11:19:30,1.18243,1.18252,1.18242,1.18242,64,True
2020-11-19 11:20:00,1.18241,1.18243,1.18239,1.18242,34,True
2020-11-19 11:20:30,1.18244,1.18252,1.18242,1.18244,29,True
2020-11-19 11:21:00,1.18242,1.18244,1.18238,1.18242,23,True
2020-11-19 11:21:30,1.1824,1.18243,1.18231,1.18243,54,True
2020-11-19 11:22:00,1.18242,1.18247,1.1824,1.1824,20,True
2020-11-19 11:22:30,1.18241,1.18248,1.1824,1.18242,24,True
2020-11-19 11:23:00,1.18243,1.18254,1.18243,1.18253,44,True
2020-11-19 11:23:30,1.18252,1.18264,1.18248,1.18262,51,True
2020-11-19 11:24:00,1.18264,1.18264,1.18256,1.18256,32,True
2020-11-19 11:24:30,1.18258,1.18258,1.18248,1.1825,35,True
2020-11-19 11:25:00,1.1825,1.18251,1.18242,1.18251,20,True
2020-11-19 11:25:30,1.18252,1.18264,1.18252,1.18261,48,True
2020-11-19 11:26:00,1.18262,1.18274,1.18261,1.18274,19,True
2020-11-19 11:26:30,1.18272,1.18273,1.18262,1.18264,38,True
2020-11-19 11:27:00,1.18264,1.1827,1.1826,1.18261,40,True
2020-11-19 11:27:30,1.18262,1.18272,1.1826,1.18269,32,True
2020-11-19 11:28:00,1.18268,1.18272,1.18268,1.1827,39,True
2020-11-19 11:28:30,1.18269,1.18272,1.18264,1.18268,31,True
2020-11-19 11:29:00,1.18269,1.18269,1.18267,1.18267,7,True
2020-11-19 11:29:30,1.18268,1.18274,1.18268,1.18273,24,True
2020-11-19 11:30:00,1.18275,1.18278,1.18267,1.18267,20,True
2020-11-19 11:30:30,1.18266,1.1827,1.18264,1.18264,41,True
2020-11-19 11:31:00,1.18262,1.18273,1.18262,1.18271,25,True
2020-11-19 11:31:30,1.18272,1.18272,1.18271,1.18272,5,True
2020-11-19 11:32:00,1.1827,1.18272,1.18264,1.18272,30,True
2020-11-19 11:32:30,1.18271,1.18272,1.18268,1.1827,27,True
2020-11-19 11:33:00,1.1827,1.1827,1.1825,1.1825,25,True
2020-11-19 11:33:30,1.1825,1.18253,1.18246,1.18248,20,True
2020-11-19 11:34:00,1.18249,1.18257,1.18248,1.1825,27,True
2020-11-19 11:34:30,1.18252,1.18258,1.18252,1.18258,16,True
2020-11-19 11:35:00,1.18256,1.18258,1.18248,1.18252,24,True
2020-11-19 11:35:30,1.18252,1.18254,1.18249,1.1825,21,True
2020-11-19 11:36:00,1.18249,1.18257,1.18248,1.18248,30,True
2020-11-19 11:36:30,1.18249,1.18263,1.18249,1.18262,39,True
2020-11-19 11:37:00,1.1826,1.18268,1.18259,1.18263,20,True
2020-11-19 11:37:30,1.18262,1.1827,1.18262,1.1827,17,True
2020-11-19 11:38:00,1.18272,1.18277,1.18272,1.18276,27,True
2020-11-19 11:38:30,1.18277,1.18282,1.18272,1.18278,38,True
2020-11-19 11:39:00,1.18278,1.18292,1.18278,1.1829,37,True
2020-11-19 11:39:30,1.18291,1.18291,1.18272,1.18278,51,True
2020-11-19 11:40:00,1.18278,1.18286,1.18278,1.18284,29,True
2020-11-19 11:40:30,1.18286,1.18288,1.18282,1.18284,25,True
2020-11-19 11:41:00,1.18284,1.18298,1.18282,1.18296,38,True
2020-11-19 11:41:30,1.18298,1.1832,1.18298,1.18319,56,True
2020-11-19 11:42:00,1.18318,1.18323,1.18309,1.18321,42,True
2020-11-19 11:42:30,1.18322,1.18328,1.18322,1.18322,29,True
2020-11-19 11:43:00,1.18323,1.18325,1.18318,1.18323,28,True
2020-11-19 11:43:30,1.18322,1.18334,1.18319,1.1833,37,True
2020-11-19 11:44:00,1.18329,1.18336,1.18328,1.18334,32,True
2020-11-19 11:44:30,1.18334,1.18336,1.18328,1.18331,23,True
2020-11-19 11:45:00,1.1833,1.18357,1.18328,1.18357,100,True
2020-11-19 11:45:30,1.18356,1.18362,1.1835,1.18362,75,True
2020-11-19 11:46:00,1.1836,1.18371,1.18358,1.18367,46,True
2020-11-19 11:46:30,1.18368,1.18372,1.18366,1.18368,34,True
2020-11-19 11:47:00,1.18366,1.18368,1.1836,1.18367,51,True
2020-11-19 11:47:30,1.18368,1.18372,1.18366,1.18366,35,True
2020-11-19 11:48:00,1.18366,1.18367,1.18355,1.18357,42,True
2020-11-19 11:48:30,1.18358,1.18372,1.18357,1.1837,65,True
2020-11-19 11:49:00,1.18368,1.18368,1.1836,1.18366,34,True
2020-11-19 11:49:30,1.18366,1.1837,1.18363,1.1837,22,True
2020-11-19 11:50:00,1.18368,1.1837,1.1836,1.18362,37,True
2020-11-19 11:50:30,1.18362,1.18376,1.18362,1.18376,31,True
2020-11-19 11:51:00,1.18375,1.18376,1.1837,1.18376,28,True
2020-11-19 11:51:30,1.18374,1.18385,1.18374,1.18384,23,True
2020-11-19 11:52:00,1.18382,1.18382,1.18377,1.1838,30,True
2020-11-19 11:52:30,1.1838,1.18385,1.1837,1.1837,40,True
2020-11-19 11:53:00,1.18371,1.18372,1.18364,1.1837,30,True
2020-11-19 11:53:30,1.18371,1.18374,1.18366,1.18366,35,True
2020-11-19 11:54:00,1.18364,1.1837,1.1836,1.1836,28,True
2020-11-19 11:54:30,1.1836,1.18362,1.18356,1.1836,28,True
2020-11-19 11:55:00,1.18362,1.18372,1.18362,1.18365,41,True
2020-11-19 11:55:30,1.18364,1.1837,1.18362,1.18366,30,True
2020-11-19 11:56:00,1.18365,1.18366,1.18356,1.18357,37,True
2020-11-19 11:56:30,1.18358,1.18375,1.18357,1.18375,37,True
2020-11-19 11:57:00,1.18376,1.1838,1.18365,1.18366,59,True
2020-11-19 11:57:30,1.18366,1.18378,1.18366,1.18378,36,True
2020-11-19 11:58:00,1.18379,1.18379,1.18371,1.18371,32,True
2020-11-19 11:58:30,1.18372,1.18379,1.18372,1.18378,17,True
2020-11-19 11:59:00,1.18377,1.18382,1.18376,1.18376,26,True
2020-11-19 11:59:30,1.18378,1.18381,1.18374,1.18381,33,True
2020-11-19 12:00:00,1.1838,1.18382,1.18377,1.1838,31,True
2020-11-19 12:00:30,1.1838,1.18383,1.1838,1.18383,24,True
2020-11-19 12:01:00,1.18382,1.18382,1.18376,1.18378,52,True
2020-11-19 12:01:30,1.1838,1.18382,1.18378,1.18378,36,True
2020-11-19 12:02:00,1.18379,1.1838,1.18366,1.18374,56,True
2020-11-19 12:02:30,1.18376,1.18378,1.18374,1.18378,29,True
2020-11-19 12:03:00,1.18377,1.1838,1.18365,1.1838,30,True
2020-11-19 12:03:30,1.18381,1.18381,1.18372,1.18374,27,True
2020-11-19 12:04:00,1.18373,1.18374,1.18369,1.18372,13,True
2020-11-19 12:04:30,1.18371,1.18372,1.18366,1.18366,33,True
2020-11-19 12:05:00,1.18366,1.18368,1.18353,1.18353,49,True
2020-11-19 12:05:30,1.18352,1.18357,1.1835,1.18357,36,True
2020-11-19 12:06:00,1.18356,1.18359,1.18352,1.18359,23,True
2020-11-19 12:06:30,1.18358,1.18368,1.18356,1.18368,27,True
2020-11-19 12:07:00,1.18368,1.18373,1.18368,1.18373,9,True
2020-11-19 12:07:30,1.18372,1.18372,1.18357,1.18362,51,True
2020-11-19 12:08:00,1.18363,1.18368,1.18363,1.18365,23,True
2020-11-19 12:08:30,1.18366,1.18371,1.18365,1.18369,26,True
2020-11-19 12:09:00,1.1837,1.18376,1.18368,1.18376,31,True
2020-11-19 12:09:30,1.18374,1.18377,1.18374,1.18375,13,True
2020-11-19 12:10:00,1.18376,1.18376,1.18372,1.18374,33,True
2020-11-19 12:10:30,1.18373,1.18376,1.18373,1.18376,11,True
2020-11-19 12:11:00,1.18374,1.18376,1.18369,1.18372,26,True
2020-11-19 12:11:30,1.18372,1.18372,1.18372,1.18372,4,True
2020-11-19 12:12:00,1.18372,1.18372,1.1836,1.18363,34,True
2020-11-19 12:12:30,1.18362,1.18368,1.18362,1.18366,32,True
2020-11-19 12:13:00,1.18368,1.18372,1.18367,1.1837,24,True
2020-11-19 12:13:30,1.18371,1.18372,1.18366,1.18366,15,True
2020-11-19 12:14:00,1.18364,1.18364,1.18352,1.18357,26,True
2020-11-19 12:14:30,1.18358,1.18368,1.18356,1.1836,31,True
2020-11-19 12:15:00,1.18362,1.18368,1.1836,1.1836,21,True
2020-11-19 12:15:30,1.1836,1.18362,1.18355,1.18356,16,True
2020-11-19 12:16:00,1.18357,1.18358,1.1835,1.18352,30,True
2020-11-19 12:16:30,1.1835,1.18356,1.18348,1.18352,43,True
2020-11-19 12:17:00,1.18354,1.18356,1.18354,1.18356,6,True
2020-11-19 12:17:30,1.18354,1.1836,1.18354,1.18359,12,True
2020-11-19 12:18:00,1.1836,1.18372,1.1836,1.18367,43,True
2020-11-19 12:18:30,1.18368,1.18368,1.18358,1.18358,43,True
2020-11-19 12:19:00,1.18357,1.18364,1.18356,1.1836,44,True
2020-11-19 12:19:30,1.18358,1.18362,1.18358,1.1836,11,True
2020-11-19 12:20:00,1.1836,1.1836,1.18356,1.1836,27,True
2020-11-19 12:20:30,1.18362,1.18364,1.18361,1.18362,17,True
2020-11-19 12:21:00,1.1836,1.18364,1.18358,1.18359,32,True
2020-11-19 12:21:30,1.18358,1.18362,1.18346,1.18352,44,True
2020-11-19 12:22:00,1.1835,1.18358,1.18349,1.18357,31,True
2020-11-19 12:22:30,1.18356,1.18357,1.1835,1.18354,30,True
2020-11-19 12:23:00,1.18356,1.18364,1.18356,1.18358,20,True
2020-11-19 12:23:30,1.18356,1.18356,1.18353,1.18353,24,True
2020-11-19 12:24:00,1.18354,1.18356,1.18346,1.18348,32,True
2020-11-19 12:24:30,1.18346,1.18349,1.1834,1.18343,45,True
2020-11-19 12:25:00,1.18342,1.18349,1.18342,1.18344,25,True
2020-11-19 12:25:30,1.18344,1.18348,1.1834,1.18341,33,True
2020-11-19 12:26:00,1.18342,1.18353,1.18341,1.18352,22,True
2020-11-19 12:26:30,1.18351,1.18352,1.18349,1.18352,14,True
2020-11-19 12:27:00,1.18354,1.18354,1.18336,1.1834,26,True
2020-11-19 12:27:30,1.1834,1.18342,1.18336,1.18337,18,True
2020-11-19 12:28:00,1.18338,1.18343,1.1833,1.18342,34,True
2020-11-19 12:28:30,1.18341,1.18341,1.18338,1.1834,15,True
2020-11-19 12:29:00,1.18342,1.18353,1.18342,1.18353,22,True
2020-11-19 12:29:30,1.18351,1.18362,1.18351,1.18362,19,True
2020-11-19 12:30:00,1.18364,1.18368,1.18358,1.18366,29,True
2020-11-19 12:30:30,1.18368,1.18368,1.18362,1.18362,18,True
2020-11-19 12:31:00,1.18364,1.18366,1.18346,1.18348,37,True
2020-11-19 12:31:30,1.1835,1.1835,1.18343,1.18344,25,True
2020-11-19 12:32:00,1.18345,1.18359,1.18345,1.18359,39,True
2020-11-19 12:32:30,1.18361,1.1837,1.18361,1.1837,22,True
2020-11-19 12:33:00,1.18369,1.18372,1.18363,1.1837,33,True
2020-11-19 12:33:30,1.1837,1.18372,1.18365,1.18369,30,True
2020-11-19 12:34:00,1.18368,1.18374,1.18348,1.18352,62,True
2020-11-19 12:34:30,1.18354,1.18357,1.18346,1.18352,42,True
2020-11-19 12:35:00,1.18352,1.18352,1.18335,1.18337,33,True
2020-11-19 12:35:30,1.18336,1.18336,1.1833,1.18332,31,True
2020-11-19 12:36:00,1.18334,1.1834,1.18334,1.18338,36,True
2020-11-19 12:36:30,1.18336,1.18338,1.1833,1.18336,29,True
2020-11-19 12:37:00,1.18335,1.1834,1.18335,1.18335,15,True
2020-11-19 12:37:30,1.18336,1.1834,1.18334,1.18338,12,True
2020-11-19 12:38:00,1.1834,1.1834,1.18337,1.18337,17,True
2020-11-19 12:38:30,1.18338,1.18342,1.18332,1.1834,28,True
2020-11-19 12:39:00,1.18341,1.18352,1.18341,1.18348,31,True
2020-11-19 12:39:30,1.18347,1.18347,1.18329,1.18329,32,True
2020-11-19 12:40:00,1.1833,1.18334,1.18326,1.18328,17,True
2020-11-19 12:40:30,1.18328,1.18334,1.18322,1.18328,53,True
2020-11-19 12:41:00,1.18327,1.18334,1.18326,1.18334,22,True
2020-11-19 12:41:30,1.18333,1.1834,1.18332,1.1834,23,True
2020-11-19 12:42:00,1.1834,1.18348,1.1834,1.18342,39,True
2020-11-19 12:42:30,1.18343,1.18352,1.18342,1.18352,31,True
2020-11-19 12:43:00,1.18352,1.1836,1.18352,1.1836,24,True
2020-11-19 12:43:30,1.1836,1.18361,1.18358,1.1836,14,True
2020-11-19 12:44:00,1.18361,1.18361,1.1835,1.18353,29,True
2020-11-19 12:44:30,1.18354,1.18358,1.18348,1.18348,24,True
2020-11-19 12:45:00,1.18348,1.1835,1.18342,1.18344,20,True
2020-11-19 12:45:30,1.18342,1.18348,1.18336,1.18348,30,True
2020-11-19 12:46:00,1.18347,1.18348,1.18346,1.18347,12,True
2020-11-19 12:46:30,1.18346,1.18348,1.18342,1.18342,11,True
2020-11-19 12:47:00,1.18342,1.18342,1.18342,1.18342,6,True
2020-11-19 12:47:30,1.18342,1.18348,1.18341,1.18341,26,True
2020-11-19 12:48:00,1.18342,1.1835,1.18341,1.18344,28,True
2020-11-19 12:48:30,1.18342,1.18348,1.18342,1.18346,37,True
2020-11-19 12:49:00,1.18346,1.18352,1.18343,1.18352,27,True
2020-11-19 12:49:30,1.1835,1.18354,1.18347,1.18354,21,True
2020-11-19 12:50:00,1.18352,1.18352,1.18352,1.18352,1,True
2020-11-19 12:50:30,1.18354,1.18362,1.18354,1.18362,26,True
2020-11-19 12:51:00,1.18362,1.18362,1.18362,1.18362,11,True
2020-11-19 12:51:30,1.18362,1.18364,1.18362,1.18364,9,True
2020-11-19 12:52:00,1.18364,1.18364,1.18357,1.1836,24,True
2020-11-19 12:52:30,1.18358,1.18368,1.18358,1.18367,30,True
2020-11-19 12:53:00,1.18368,1.18376,1.18368,1.18375,43,True
2020-11-19 12:53:30,1.18376,1.18379,1.18374,1.18376,26,True
2020-11-19 12:54:00,1.18374,1.18401,1.18374,1.184,49,True
2020-11-19 12:54:30,1.18402,1.18414,1.18396,1.184,61,True
2020-11-19 12:55:00,1.184,1.18408,1.184,1.18402,60,True
2020-11-19 12:55:30,1.18402,1.18404,1.18401,1.18402,17,True
2020-11-19 12:56:00,1.18402,1.18406,1.18394,1.18396,36,True
2020-11-19 12:56:30,1.18396,1.18409,1.18394,1.18408,41,True
2020-11-19 12:57:00,1.18406,1.18412,1.18396,1.18399,56,True
2020-11-19 12:57:30,1.18398,1.18412,1.18396,1.18412,43,True
2020-11-19 12:58:00,1.18414,1.18415,1.184,1.18404,47,True
2020-11-19 12:58:30,1.18402,1.18412,1.18394,1.18395,93,True
2020-11-19 12:59:00,1.18394,1.18395,1.1838,1.18383,114,True
2020-11-19 12:59:30,1.18382,1.18382,1.18356,1.1836,111,True
2020-11-19 13:00:00,1.18361,1.18366,1.18335,1.18336,123,True
